Aug 27 11:00:39 Opening RF device...
Aug 27 11:00:39 Opening USRP channels=1, args: type=b200,master_clock_rate=23.04e6
Aug 27 11:00:39 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 3.9, 2021-08-27 11:00:39:172 
Aug 27 11:00:46 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.5, 2021-08-27 11:00:46:644 
Aug 27 11:00:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 5.1, 2021-08-27 11:00:46:909 
Aug 27 11:00:47 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.0, 2021-08-27 11:00:47:500 
Aug 27 11:00:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 6.8, 2021-08-27 11:00:47:780 
Aug 27 11:00:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.6,  PSR, 6.1, 2021-08-27 11:00:48:050 
Aug 27 11:00:48 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.2, 2021-08-27 11:00:48:319 
Aug 27 11:00:49 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 7.4, 2021-08-27 11:00:48:800 
Aug 27 11:00:49 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 5.7, 2021-08-27 11:00:49:160 
Aug 27 11:00:50 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.1,  PSR, 7.3, 2021-08-27 11:00:49:510 
Aug 27 11:00:50 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.8, 2021-08-27 11:00:50:160 
Aug 27 11:00:51 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 9.2, 2021-08-27 11:00:51:185 
Aug 27 11:00:51 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 8.0, 2021-08-27 11:00:51:451 
Aug 27 11:00:51 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 5.4, 2021-08-27 11:00:51:721 
Aug 27 11:00:52 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.2, 2021-08-27 11:00:51:991 
Aug 27 11:00:52 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.1, 2021-08-27 11:00:52:262 
Aug 27 11:00:52 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 5.0, 2021-08-27 11:00:52:531 
Aug 27 11:00:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.5, 2021-08-27 11:00:52:802 
Aug 27 11:00:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 6.6, 2021-08-27 11:00:53:071 
Aug 27 11:00:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.9, 2021-08-27 11:00:53:342 
Aug 27 11:00:53 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.8,  PSR, 5.9, 2021-08-27 11:00:53:612 
Aug 27 11:00:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 7.2, 2021-08-27 11:00:53:882 
Aug 27 11:00:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 5.8, 2021-08-27 11:00:54:152 
Aug 27 11:00:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 8.0, 2021-08-27 11:00:54:423 
Aug 27 11:00:54 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -7.9,  PSR, 5.4, 2021-08-27 11:00:54:692 
Aug 27 11:00:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.6, 2021-08-27 11:00:54:963 
Aug 27 11:00:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 4.7, 2021-08-27 11:00:55:232 
Aug 27 11:00:55 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.1, 2021-08-27 11:00:55:503 
Aug 27 11:00:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 6.6, 2021-08-27 11:00:55:773 
Aug 27 11:00:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 5.9, 2021-08-27 11:00:56:043 
Aug 27 11:00:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 6.7, 2021-08-27 11:00:56:313 
Aug 27 11:00:56 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 6.2, 2021-08-27 11:00:56:584 
Aug 27 11:00:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 7.1, 2021-08-27 11:00:56:853 
Aug 27 11:00:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.1, 2021-08-27 11:00:57:123 
Aug 27 11:00:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 6.5, 2021-08-27 11:00:57:394 
Aug 27 11:00:57 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.4, 2021-08-27 11:00:57:663 
Aug 27 11:00:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.7, 2021-08-27 11:00:57:934 
Aug 27 11:00:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 5.2, 2021-08-27 11:00:58:204 
Aug 27 11:00:58 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.3, 2021-08-27 11:00:58:474 
Aug 27 11:00:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 6.4, 2021-08-27 11:00:58:744 
Aug 27 11:00:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 8.0, 2021-08-27 11:00:59:015 
Aug 27 11:00:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 8.0, 2021-08-27 11:00:59:284 
Aug 27 11:00:59 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.5, 2021-08-27 11:00:59:555 
Aug 27 11:01:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 6.2, 2021-08-27 11:00:59:826 
Aug 27 11:01:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.7, 2021-08-27 11:01:00:095 
Aug 27 11:01:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 5.6, 2021-08-27 11:01:00:365 
Aug 27 11:01:00 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.4, 2021-08-27 11:01:00:635 
Aug 27 11:01:01 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 6.9, 2021-08-27 11:01:00:905 
Aug 27 11:01:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 8.6, 2021-08-27 11:01:01:781 
Aug 27 11:01:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 4.6, 2021-08-27 11:01:02:045 
Aug 27 11:01:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.3, 2021-08-27 11:01:02:316 
Aug 27 11:01:02 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 5.4, 2021-08-27 11:01:02:587 
Aug 27 11:01:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.0, 2021-08-27 11:01:02:856 
Aug 27 11:01:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.4, 2021-08-27 11:01:03:126 
Aug 27 11:01:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.6, 2021-08-27 11:01:03:397 
Aug 27 11:01:03 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.0, 2021-08-27 11:01:03:667 
Aug 27 11:01:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 8.2, 2021-08-27 11:01:03:937 
Aug 27 11:01:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 5.5, 2021-08-27 11:01:04:207 
Aug 27 11:01:04 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.6,  PSR, 5.2, 2021-08-27 11:01:04:477 
Aug 27 11:01:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 6.8, 2021-08-27 11:01:04:747 
Aug 27 11:01:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 5.9, 2021-08-27 11:01:05:017 
Aug 27 11:01:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.7, 2021-08-27 11:01:05:287 
Aug 27 11:01:05 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.6, 2021-08-27 11:01:05:557 
Aug 27 11:01:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 6.5, 2021-08-27 11:01:05:827 
Aug 27 11:01:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 5.3, 2021-08-27 11:01:06:098 
Aug 27 11:01:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 6.0, 2021-08-27 11:01:06:368 
Aug 27 11:01:06 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.0, 2021-08-27 11:01:06:638 
Aug 27 11:01:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 6.8, 2021-08-27 11:01:06:908 
Aug 27 11:01:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.1, 2021-08-27 11:01:07:179 
Aug 27 11:01:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.1, 2021-08-27 11:01:07:448 
Aug 27 11:01:07 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 5.8, 2021-08-27 11:01:07:719 
Aug 27 11:01:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 7.4, 2021-08-27 11:01:07:988 
Aug 27 11:01:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.1, 2021-08-27 11:01:08:259 
Aug 27 11:01:08 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 7.2, 2021-08-27 11:01:08:529 
Aug 27 11:01:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.8, 2021-08-27 11:01:08:799 
Aug 27 11:01:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.2, 2021-08-27 11:01:09:069 
Aug 27 11:01:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 5.1, 2021-08-27 11:01:09:340 
Aug 27 11:01:09 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.8, 2021-08-27 11:01:09:609 
Aug 27 11:01:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.0, 2021-08-27 11:01:09:879 
Aug 27 11:01:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.6, 2021-08-27 11:01:10:149 
Aug 27 11:01:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.2, 2021-08-27 11:01:10:419 
Aug 27 11:01:10 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 6.0, 2021-08-27 11:01:10:690 
Aug 27 11:01:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.0,  PSR, 6.5, 2021-08-27 11:01:10:960 
Aug 27 11:01:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 7.0, 2021-08-27 11:01:11:230 
Aug 27 11:01:11 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 6.3, 2021-08-27 11:01:11:500 
Aug 27 11:01:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.4,  PSR, 7.5, 2021-08-27 11:01:11:770 
Aug 27 11:01:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 6.2, 2021-08-27 11:01:12:041 
Aug 27 11:01:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 7.6, 2021-08-27 11:01:12:311 
Aug 27 11:01:12 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 8.1, 2021-08-27 11:01:12:581 
Aug 27 11:01:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 6.6, 2021-08-27 11:01:12:851 
Aug 27 11:01:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 6.7, 2021-08-27 11:01:13:121 
Aug 27 11:01:13 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.2,  PSR, 7.5, 2021-08-27 11:01:13:391 
Aug 27 11:01:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 7.9, 2021-08-27 11:01:13:931 
Aug 27 11:01:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.5, 2021-08-27 11:01:14:202 
Aug 27 11:01:14 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 5.4, 2021-08-27 11:01:14:471 
Aug 27 11:01:15 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 7.5, 2021-08-27 11:01:14:742 
Aug 27 11:01:16 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.8, 2021-08-27 11:01:16:167 
Aug 27 11:01:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.1,  PSR, 5.6, 2021-08-27 11:01:16:611 
Aug 27 11:01:17 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.3,  PSR, 6.1, 2021-08-27 11:01:17:322 
Aug 27 11:01:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.5,  PSR, 6.0, 2021-08-27 11:01:17:963 
Aug 27 11:01:18 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.6, 2021-08-27 11:01:18:383 
Aug 27 11:01:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 6.6, 2021-08-27 11:01:18:673 
Aug 27 11:01:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.6,  PSR, 6.8, 2021-08-27 11:01:19:253 
Aug 27 11:01:19 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.3,  PSR, 6.4, 2021-08-27 11:01:19:533 
Aug 27 11:01:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.0, 2021-08-27 11:01:19:843 
Aug 27 11:01:20 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.5, 2021-08-27 11:01:20:112 
Aug 27 11:01:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 9.3, 2021-08-27 11:01:21:498 
Aug 27 11:01:22 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 5.2, 2021-08-27 11:01:22:123 
Aug 27 11:01:23 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.1, 2021-08-27 11:01:22:624 
Aug 27 11:01:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.8,  PSR, 8.7, 2021-08-27 11:01:24:020 
Aug 27 11:01:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.4, 2021-08-27 11:01:24:286 
Aug 27 11:01:24 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 7.0, 2021-08-27 11:01:24:666 
Aug 27 11:01:25 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 6.4, 2021-08-27 11:01:24:937 
Aug 27 11:01:26 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 9.1, 2021-08-27 11:01:26:002 
Aug 27 11:01:26 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 7.5, 2021-08-27 11:01:26:267 
Aug 27 11:01:26 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.2,  PSR, 6.9, 2021-08-27 11:01:26:548 
Aug 27 11:01:27 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -9.4,  PSR, 5.7, 2021-08-27 11:01:26:815 
Aug 27 11:01:27 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 7.8, 2021-08-27 11:01:27:117 
Aug 27 11:01:27 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 8.3, 2021-08-27 11:01:27:628 
Aug 27 11:01:28 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.7,  PSR, 7.3, 2021-08-27 11:01:27:958 
Aug 27 11:01:29 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.9,  PSR, 8.1, 2021-08-27 11:01:29:373 
Aug 27 11:01:30 Found CELL MHz, 3500.0,  EARFCN, 6600, PHYID, 1, PRB, 50,  ports, 1, PSS power dBm, -8.6,  PSR, 6.1, 2021-08-27 11:01:29:689 
