32,-78.696194,35.727328,49.692,47.694,2021-08-27 11:23:39.184541,3,16
33,-78.696209,35.7273277,49.902,47.645,2021-08-27 11:23:40.185673,3,16
34,-78.6962333,35.7273262,50.015,47.637,2021-08-27 11:23:41.186426,3,16
35,-78.6962673,35.7273263,50.091,47.619,2021-08-27 11:23:42.187466,3,16
36,-78.6963082,35.727328,50.082,47.688,2021-08-27 11:23:43.189065,3,16
37,-78.6963535,35.7273276,50.078,47.728,2021-08-27 11:23:44.190695,3,16
38,-78.6964012,35.7273261,50.044,47.803,2021-08-27 11:23:45.191397,3,16
39,-78.6964504,35.7273245,50.031,47.762,2021-08-27 11:23:46.192098,3,16
40,-78.6965004,35.7273228,50.032,47.746,2021-08-27 11:23:47.193152,3,16
41,-78.6965511,35.7273212,50.026,47.755,2021-08-27 11:23:48.194531,3,16
42,-78.6966025,35.7273198,49.993,47.775,2021-08-27 11:23:49.194844,3,16
43,-78.6966551,35.7273189,49.989,47.766,2021-08-27 11:23:50.196140,3,16
44,-78.6967082,35.7273181,49.986,47.8,2021-08-27 11:23:51.197364,3,16
45,-78.6967613,35.7273174,49.979,47.677,2021-08-27 11:23:52.198605,3,16
46,-78.6968148,35.7273163,50.012,47.694,2021-08-27 11:23:53.200543,3,16
47,-78.6968686,35.7273151,50.019,47.809,2021-08-27 11:23:54.201121,3,16
48,-78.6969231,35.7273138,49.987,47.743,2021-08-27 11:23:55.202004,3,16
49,-78.6969781,35.7273129,49.943,47.734,2021-08-27 11:23:56.202526,3,16
50,-78.6970329,35.7273122,49.983,47.795,2021-08-27 11:23:57.203958,3,16
51,-78.6970876,35.7273113,49.997,47.737,2021-08-27 11:23:58.204495,3,16
52,-78.6971425,35.7273099,50.004,47.824,2021-08-27 11:23:59.204913,3,16
53,-78.6971975,35.7273084,49.956,47.823,2021-08-27 11:24:00.205409,3,16
54,-78.6972524,35.7273077,49.962,47.74,2021-08-27 11:24:01.206622,3,16
55,-78.6973072,35.7273071,49.997,47.7,2021-08-27 11:24:02.207412,3,16
56,-78.6973625,35.7273066,49.988,47.622,2021-08-27 11:24:03.208094,3,16
57,-78.6974174,35.7273055,50.027,47.656,2021-08-27 11:24:04.209015,3,16
58,-78.6974722,35.7273038,50.029,47.628,2021-08-27 11:24:05.209668,3,16
59,-78.6975273,35.7273025,50.02,47.639,2021-08-27 11:24:06.211846,3,16
60,-78.6975826,35.7273014,50.004,47.631,2021-08-27 11:24:07.212691,3,16
61,-78.6976379,35.7273001,49.968,47.607,2021-08-27 11:24:08.213311,3,16
62,-78.6976932,35.7272987,49.977,47.593,2021-08-27 11:24:09.213888,3,16
63,-78.6977485,35.7272975,49.961,47.611,2021-08-27 11:24:10.215478,3,16
64,-78.6978038,35.7272963,49.967,47.575,2021-08-27 11:24:11.216310,3,16
65,-78.6978589,35.7272955,49.968,47.628,2021-08-27 11:24:12.218147,3,16
66,-78.6979134,35.7272945,50.02,47.665,2021-08-27 11:24:13.218835,3,16
67,-78.6979683,35.7272933,49.992,47.61,2021-08-27 11:24:14.220337,3,16
68,-78.6980233,35.7272923,50.003,47.673,2021-08-27 11:24:15.220811,3,16
69,-78.6980784,35.7272911,50.013,47.72,2021-08-27 11:24:16.222088,3,16
70,-78.6981335,35.7272903,49.969,47.712,2021-08-27 11:24:17.223358,3,16
71,-78.6981879,35.7272897,49.965,47.602,2021-08-27 11:24:18.224282,3,16
72,-78.6982425,35.7272888,49.972,47.637,2021-08-27 11:24:19.225433,3,16
73,-78.6982979,35.7272877,50.007,47.627,2021-08-27 11:24:20.226748,3,16
74,-78.6983531,35.7272866,50.017,47.639,2021-08-27 11:24:21.227772,3,16
75,-78.6984055,35.7272856,50.007,47.603,2021-08-27 11:24:22.228890,3,16
76,-78.6984504,35.7272843,49.978,47.631,2021-08-27 11:24:23.229584,3,16
77,-78.6984835,35.7272833,49.92,47.571,2021-08-27 11:24:24.230873,3,16
78,-78.6985038,35.7272828,49.919,47.587,2021-08-27 11:24:25.231673,3,16
79,-78.6985117,35.7272829,49.93,47.524,2021-08-27 11:24:26.233211,3,16
80,-78.6985133,35.7272829,49.961,47.524,2021-08-27 11:24:27.234842,3,16
81,-78.6985133,35.7272828,49.967,47.513,2021-08-27 11:24:28.236324,3,16
82,-78.6985111,35.7272829,49.971,47.51,2021-08-27 11:24:29.237117,3,16
83,-78.6984992,35.7272832,49.973,47.473,2021-08-27 11:24:30.238590,3,16
84,-78.6984773,35.7272828,49.946,47.414,2021-08-27 11:24:31.239496,3,16
85,-78.6984449,35.7272823,49.953,47.444,2021-08-27 11:24:32.240144,3,16
86,-78.6984054,35.727284,49.968,47.453,2021-08-27 11:24:33.241220,3,16
87,-78.6983623,35.7272858,49.952,47.423,2021-08-27 11:24:34.242126,3,16
88,-78.6983167,35.7272869,49.962,47.453,2021-08-27 11:24:35.242727,3,16
89,-78.6982687,35.7272873,49.965,47.467,2021-08-27 11:24:36.243561,3,16
90,-78.6982192,35.7272881,49.981,47.478,2021-08-27 11:24:37.244930,3,16
91,-78.6981689,35.7272891,49.977,47.456,2021-08-27 11:24:38.245350,3,16
92,-78.6981175,35.7272902,49.985,47.45,2021-08-27 11:24:39.246233,3,16
93,-78.698065,35.7272914,49.986,47.453,2021-08-27 11:24:40.246619,3,16
94,-78.6980119,35.7272926,49.989,47.48,2021-08-27 11:24:41.247645,3,16
95,-78.6979582,35.7272936,49.988,47.464,2021-08-27 11:24:42.249133,3,16
96,-78.6979045,35.7272945,49.989,47.453,2021-08-27 11:24:43.249632,3,16
97,-78.6978507,35.7272957,49.981,47.467,2021-08-27 11:24:44.250666,3,16
98,-78.6977971,35.7272969,49.984,47.472,2021-08-27 11:24:45.251279,3,16
99,-78.6977432,35.727298,49.975,47.447,2021-08-27 11:24:46.252173,3,16
100,-78.6976888,35.7272992,49.99,47.449,2021-08-27 11:24:47.252922,3,16
101,-78.6976339,35.7273003,49.983,47.43,2021-08-27 11:24:48.254293,3,16
102,-78.6975787,35.7273012,49.98,47.427,2021-08-27 11:24:49.255027,3,16
103,-78.6975237,35.7273023,49.98,47.438,2021-08-27 11:24:50.255914,3,16
104,-78.6974688,35.7273034,49.995,47.45,2021-08-27 11:24:51.257045,3,16
105,-78.6974138,35.7273044,49.973,47.415,2021-08-27 11:24:52.257887,3,16
106,-78.6973586,35.7273056,49.964,47.409,2021-08-27 11:24:53.258151,3,16
107,-78.6973037,35.7273069,49.981,47.437,2021-08-27 11:24:54.259015,3,16
108,-78.6972491,35.727308,49.964,47.395,2021-08-27 11:24:55.260196,3,16
109,-78.6971944,35.7273089,49.962,47.435,2021-08-27 11:24:56.260849,3,16
110,-78.6971396,35.7273098,49.974,47.437,2021-08-27 11:24:57.261685,3,16
111,-78.6970846,35.7273108,49.991,47.432,2021-08-27 11:24:58.262745,3,16
112,-78.6970296,35.7273119,49.97,47.407,2021-08-27 11:24:59.263603,3,16
113,-78.6969744,35.7273129,49.977,47.393,2021-08-27 11:25:00.266393,3,16
114,-78.6969187,35.727314,49.978,47.365,2021-08-27 11:25:01.267657,3,16
115,-78.6968632,35.7273153,49.948,47.331,2021-08-27 11:25:02.268621,3,16
116,-78.6968079,35.7273164,49.967,47.368,2021-08-27 11:25:03.269630,3,16
117,-78.6967529,35.7273171,49.964,47.346,2021-08-27 11:25:04.270671,3,16
118,-78.6966978,35.7273181,49.96,47.352,2021-08-27 11:25:05.271458,3,16
119,-78.6966428,35.7273192,49.963,47.343,2021-08-27 11:25:06.272962,3,16
120,-78.6965878,35.7273205,49.979,47.355,2021-08-27 11:25:07.273653,3,16
121,-78.6965328,35.7273218,49.99,47.342,2021-08-27 11:25:08.274383,3,16
122,-78.6964777,35.7273232,49.987,47.345,2021-08-27 11:25:09.275726,3,16
123,-78.6964226,35.7273243,49.978,47.332,2021-08-27 11:25:10.276740,3,16
124,-78.6963675,35.7273254,49.984,47.314,2021-08-27 11:25:11.277693,3,16
125,-78.6963142,35.7273262,49.98,47.317,2021-08-27 11:25:12.278842,3,16
126,-78.6962676,35.7273271,49.989,47.305,2021-08-27 11:25:13.279914,3,16
127,-78.6962326,35.727328,49.981,47.289,2021-08-27 11:25:14.281070,3,16
128,-78.6962107,35.7273287,49.965,47.262,2021-08-27 11:25:15.283924,3,16
129,-78.6962021,35.7273288,49.94,47.273,2021-08-27 11:25:16.285530,3,16
130,-78.6962009,35.7273287,49.95,47.254,2021-08-27 11:25:17.287538,3,16
131,-78.6962006,35.7273283,49.969,47.263,2021-08-27 11:25:18.289352,3,16
132,-78.6962003,35.727328,49.962,47.256,2021-08-27 11:25:19.290989,3,16
133,-78.6961998,35.7273276,49.959,47.276,2021-08-27 11:25:20.292845,3,16
134,-78.6961994,35.7273274,49.953,47.262,2021-08-27 11:25:21.294247,3,16
135,-78.6961989,35.7273274,49.762,47.458,2021-08-27 11:25:22.294921,3,16
136,-78.6961988,35.7273274,48.586,47.361,2021-08-27 11:25:23.296543,3,16
137,-78.6961985,35.7273274,47.074,47.354,2021-08-27 11:25:24.297102,3,16
138,-78.6961985,35.7273275,45.615,47.345,2021-08-27 11:25:25.298115,3,16
139,-78.6961986,35.7273274,44.131,47.332,2021-08-27 11:25:26.299237,3,16
140,-78.6961987,35.7273276,42.621,47.323,2021-08-27 11:25:27.299935,3,16
141,-78.6961987,35.7273279,41.116,47.338,2021-08-27 11:25:28.300373,3,16
142,-78.6961987,35.7273278,39.619,47.345,2021-08-27 11:25:29.301037,3,16
143,-78.6961988,35.7273275,38.116,47.361,2021-08-27 11:25:30.302293,3,16
144,-78.6961988,35.7273282,36.592,47.335,2021-08-27 11:25:31.303348,3,16
145,-78.6961985,35.7273287,35.109,47.32,2021-08-27 11:25:32.305024,3,16
146,-78.6961988,35.7273286,33.579,47.305,2021-08-27 11:25:33.305782,3,16
147,-78.6961987,35.7273281,32.093,47.273,2021-08-27 11:25:34.307166,3,16
148,-78.6961988,35.7273277,30.598,47.319,2021-08-27 11:25:35.308636,3,16
149,-78.6961988,35.7273278,29.093,47.305,2021-08-27 11:25:36.309680,3,16
150,-78.6961986,35.7273279,27.588,47.314,2021-08-27 11:25:37.310609,3,16
151,-78.6961984,35.7273277,26.103,47.302,2021-08-27 11:25:38.311837,3,16
152,-78.6961984,35.727328,24.617,47.296,2021-08-27 11:25:39.312981,3,16
153,-78.6961985,35.7273284,23.13,47.315,2021-08-27 11:25:40.314482,3,16
154,-78.6961986,35.7273284,21.633,47.289,2021-08-27 11:25:41.315687,3,16
155,-78.696199,35.7273283,20.12,47.319,2021-08-27 11:25:42.317064,3,16
156,-78.6961985,35.7273282,18.639,47.319,2021-08-27 11:25:43.318010,3,16
157,-78.6961984,35.7273279,17.133,47.312,2021-08-27 11:25:44.319389,3,16
158,-78.6961981,35.7273276,15.622,47.32,2021-08-27 11:25:45.320857,3,16
159,-78.6961989,35.727328,14.102,47.276,2021-08-27 11:25:46.321725,3,16
160,-78.6961991,35.727328,12.577,47.297,2021-08-27 11:25:47.323646,3,16
161,-78.6961986,35.727328,11.084,47.234,2021-08-27 11:25:48.324638,3,16
162,-78.6961989,35.7273284,9.964,47.17,2021-08-27 11:25:49.326036,3,16
163,-78.6961991,35.7273281,9.503,47.245,2021-08-27 11:25:50.327462,3,16
164,-78.6961988,35.727328,8.988,47.242,2021-08-27 11:25:51.328224,3,16
165,-78.6961986,35.727328,8.492,47.243,2021-08-27 11:25:52.330944,3,16
166,-78.6961984,35.7273284,7.979,47.231,2021-08-27 11:25:53.331622,3,16
167,-78.6961983,35.7273284,7.466,47.21,2021-08-27 11:25:54.333131,3,16
168,-78.6961983,35.7273279,6.962,47.225,2021-08-27 11:25:55.334530,3,16
169,-78.6961984,35.7273278,6.447,47.211,2021-08-27 11:25:56.335237,3,16
170,-78.6961986,35.7273278,5.939,47.213,2021-08-27 11:25:57.336201,3,16
171,-78.6961987,35.7273279,5.438,47.217,2021-08-27 11:25:58.337397,3,16
172,-78.6961986,35.7273281,4.96,47.226,2021-08-27 11:25:59.338654,3,16
173,-78.6961986,35.7273281,4.459,47.223,2021-08-27 11:26:00.341252,3,16
174,-78.6961985,35.7273282,3.965,47.211,2021-08-27 11:26:01.342489,3,16
175,-78.6961986,35.7273284,3.458,47.202,2021-08-27 11:26:02.343400,3,16
176,-78.6961986,35.7273283,2.95,47.185,2021-08-27 11:26:03.344856,3,16
177,-78.6961985,35.7273279,2.451,47.173,2021-08-27 11:26:04.346420,3,16
178,-78.6961986,35.7273278,1.961,47.167,2021-08-27 11:26:05.348394,3,16
179,-78.6961985,35.7273279,1.466,47.193,2021-08-27 11:26:06.349868,3,16
180,-78.6961986,35.7273279,0.978,47.177,2021-08-27 11:26:07.350903,3,16
181,-78.6961989,35.7273278,0.465,47.322,2021-08-27 11:26:08.351756,3,16
182,-78.6961996,35.7273278,0.356,47.892,2021-08-27 11:26:09.353042,3,16
183,-78.696199,35.7273277,0.324,47.924,2021-08-27 11:26:10.354372,3,16
